parent_taxon_id,taxon_id,rank_level,leaf_class_id,name
52873,122499,27,,Diphtherinae
122499,173794,20,,Diphthera
173794,173793,10,97,Diphthera festiva
47157,47224,33,,Papilionoidea
47224,47223,30,,Papilionidae
47223,49973,27,,Papilioninae
49973,207785,25,,Papilionini
207785,47225,20,,Papilio
47225,545186,15,,Pterourus
545186,57463,10,13,Papilio canadensis
545186,58525,10,135,Papilio troilus
545186,68263,10,255,Papilio multicaudata
545186,68232,10,346,Papilio palamedes
545186,60551,10,406,Papilio glaucus
545186,47226,10,770,Papilio rutulus
545186,55521,10,785,Papilio eurymedon
47225,545183,15,,Papilio
545183,58523,10,134,Papilio polyxenes
58523,54900,5,712,Papilio polyxenes asterius
545183,51097,10,245,Papilio zelicaon
545183,56529,10,418,Papilio machaon
47225,884946,15,,Princeps
884946,68469,10,388,Papilio demodocus
47225,775729,15,,Menelaides
775729,51588,10,791,Papilio polytes
207785,883401,20,,Heraclides
883401,428606,10,248,Heraclides rumiko
883401,85024,10,397,Heraclides cresphontes
49973,49974,25,,Troidini
49974,522893,24,,Battina
522893,49975,20,,Battus
49975,49972,10,87,Battus philenor
49972,334616,5,74,Battus philenor hirsuta
49975,68275,10,362,Battus polydamas
49973,207790,25,,Leptocircini
207790,83087,20,,Eurytides
83087,83086,10,128,Eurytides marcellus
207790,62750,20,,Iphiclides
62750,62749,10,681,Iphiclides podalirius
47223,207786,27,,Parnassiinae
207786,207791,25,,Parnassiini
207791,57486,20,,Parnassius
57486,68239,10,348,Parnassius clodius
47224,47922,30,,Nymphalidae
47922,202067,27,,Nymphalinae
202067,130316,25,,Melitaeini
130316,52924,20,,Phyciodes
52924,82069,10,16,Phyciodes pulchella
52924,59176,10,227,Phyciodes mylitta
52924,68274,10,361,Phyciodes phaon
52924,52925,10,484,Phyciodes tharos
52924,194542,10,753,Phyciodes graphica
52924,58576,10,908,Phyciodes cocyta
130316,53894,20,,Chlosyne
53894,132330,10,153,Chlosyne janais
53894,53893,10,251,Chlosyne palla
53894,68240,10,349,Chlosyne lacinia
53894,144223,10,634,Chlosyne theona
53894,62978,10,699,Chlosyne nycteis
53894,204685,10,1006,Chlosyne ehrenbergii
130316,132340,20,,Anthanassa
132340,132339,10,156,Anthanassa texana
132340,194134,10,708,Anthanassa tulcis
130316,50896,20,,Euphydryas
50896,50892,10,208,Euphydryas chalcedona
50896,59182,10,228,Euphydryas editha
50896,58578,10,733,Euphydryas phaeton
130316,132870,20,,Microtia
132870,132867,10,221,Microtia elva
130316,57496,20,,Melitaea
57496,133295,10,276,Melitaea didyma
130316,68255,20,,Dymasia
68255,68249,10,351,Dymasia dymas
130316,146826,20,,Texola
146826,146822,10,932,Texola elada
202067,202068,25,,Victorinini
202068,50337,20,,Siproeta
50337,50336,10,876,Siproeta stelenes
50336,245925,5,18,Siproeta stelenes biplagiata
202068,49764,20,,Anartia
49764,49761,10,67,Anartia jatrophae
49761,312543,5,152,Anartia jatrophae luteipicta
49764,54951,10,721,Anartia fatima
54951,312873,5,188,Anartia fatima fatima
202067,202066,25,,Nymphalini
202066,48507,20,,Vanessa
48507,197077,10,54,Vanessa kershawi
48507,82538,10,70,Vanessa gonerilla
82538,411858,5,281,Vanessa gonerilla gonerilla
48507,50786,10,199,Vanessa annabella
48507,49133,10,574,Vanessa atalanta
48507,48548,10,938,Vanessa cardui
48507,48549,10,939,Vanessa virginiensis
48507,194762,10,1003,Vanessa itea
202066,50392,20,,Polygonia
50392,58580,10,148,Polygonia progne
50392,56225,10,182,Polygonia c-album
50392,68262,10,354,Polygonia faunus
50392,54064,10,627,Polygonia comma
50392,56644,10,845,Polygonia satyrus
50392,58579,10,911,Polygonia interrogationis
50392,50391,10,913,Polygonia gracilis
202066,49921,20,,Nymphalis
49921,198813,10,149,Nymphalis l-album
49921,49920,10,601,Nymphalis californica
49921,56832,10,951,Nymphalis antiopa
202066,54469,20,,Aglais
54469,68269,10,359,Aglais milberti
54469,207977,10,404,Aglais io
54469,54468,10,953,Aglais urticae
202066,55644,20,,Araschnia
55644,55643,10,807,Araschnia levana
202067,202224,25,,Junoniini
202224,48506,20,,Junonia
48506,51654,10,313,Junonia almana
48506,1040836,10,505,Junonia evarete
48506,48505,10,553,Junonia coenia
48506,1040809,10,793,Junonia genoveva
202224,51579,20,,Hypolimnas
51579,70174,10,603,Hypolimnas bolina
47922,60854,27,,Heliconiinae
60854,134168,25,,Argynnini
134168,1117856,20,,Argynnis
1117856,1456550,15,,Argynnis
1456550,123628,10,65,Argynnis paphia
1117856,1456549,15,,Speyeria
1456549,1456585,10,145,Argynnis aphrodite
1456549,1456640,10,718,Argynnis atlantis
1456549,1456562,10,865,Argynnis cybele
134168,68246,20,,Euptoieta
68246,68268,10,358,Euptoieta hegesia
68268,312764,5,69,Euptoieta hegesia meridiania
68246,68244,10,350,Euptoieta claudia
134168,58573,20,,Boloria
58573,334979,15,,Clossiana
334979,58564,10,146,Boloria bellona
334979,54068,10,629,Boloria selene
134168,62767,20,,Issoria
62767,62766,10,683,Issoria lathonia
60854,134173,25,,Heliconiini
134173,49767,20,,Heliconius
49767,49766,10,68,Heliconius charithonia
49767,81744,10,995,Heliconius erato
134173,50074,20,,Dryas
50074,50073,10,96,Dryas iulia
50073,425004,5,891,Dryas iulia moderata
134173,130349,20,,Dione
130349,130348,10,209,Dione moneta
130349,130451,10,584,Dione juno
130349,49151,15,,Agraulis
49151,49150,10,1019,Dione vanillae
47922,128814,27,,Charaxinae
128814,208714,25,,Charaxini
208714,123913,20,,Charaxes
123913,973189,15,,Charaxes
973189,123912,10,108,Charaxes jasius
128814,202102,25,,Anaeini
202102,81562,20,,Anaea
81562,1456706,15,,Anaea
1456706,148810,10,168,Anaea aidea
1456706,81561,10,1015,Anaea andria
47922,134159,27,,Biblidinae
134159,522908,25,,Catonephelini
522908,68238,20,,Myscelia
68238,148563,10,116,Myscelia ethusa
134159,134160,25,,Ageroniini
134160,83228,20,,Hamadryas
83228,148742,10,157,Hamadryas februa
134159,134161,25,,Biblidini
134161,141753,20,,Biblis
141753,141752,10,312,Biblis hyperia
134161,148587,20,,Mestra
148587,148560,10,819,Mestra amymone
134159,207894,25,,Callicorini
207894,69885,20,,Diaethria
69885,200938,10,558,Diaethria anna
47922,58597,27,,Satyrinae
58597,58598,25,,Satyrini
58598,58599,24,,Lethina
58599,125501,20,,Lethe
125501,1265201,15,,Satyrodes
1265201,132227,10,125,Lethe appalachia
1265201,141531,10,283,Lethe eurydice
125501,626194,15,,Enodia
626194,198812,10,273,Lethe anthedon
58599,52593,20,,Pararge
52593,52592,10,546,Pararge aegeria
58599,89353,20,,Lasiommata
89353,147298,10,1000,Lasiommata megera
58598,58605,24,,Euptychiina
58605,58607,20,,Megisto
58607,58603,10,154,Megisto cymela
58605,132062,20,,Cissia
132062,1241373,10,366,Cissia rubricata
58605,60753,20,,Hermeuptychia
60753,60752,10,441,Hermeuptychia sosybius
58605,129394,20,,Cyllopsis
129394,143140,10,846,Cyllopsis gemma
58598,1456713,24,,Cercyonina
1456713,58608,20,,Cercyonis
58608,58606,10,155,Cercyonis pegala
58598,202100,24,,Coenonymphina
202100,52590,20,,Coenonympha
52590,59185,10,229,Coenonympha tullia
52590,52589,10,446,Coenonympha pamphilus
52590,69145,10,745,Coenonympha california
52590,125815,10,1008,Coenonympha arcania
58598,208488,24,,Maniolina
208488,62428,20,,Pyronia
62428,62429,10,649,Pyronia tithonus
208488,62427,20,,Aphantopus
62427,62426,10,732,Aphantopus hyperantus
208488,55654,20,,Maniola
55654,55653,10,810,Maniola jurtina
58598,208491,24,,Melanargiina
208491,89828,20,,Melanargia
89828,130398,10,924,Melanargia galathea
58597,205390,25,,Melanitini
205390,51585,20,,Melanitis
51585,51584,10,788,Melanitis leda
47922,85868,27,,Libytheinae
85868,58562,20,,Libytheana
58562,58561,10,144,Libytheana carinenta
47922,134171,27,,Limenitidinae
134171,134175,25,,Limenitidini
134175,50881,20,,Limenitis
50881,58586,10,150,Limenitis archippus
50881,50880,10,206,Limenitis lorquini
50881,68251,10,352,Limenitis weidemeyerii
50881,60607,10,413,Limenitis arthemis
60607,58585,5,405,Limenitis arthemis astyanax
60607,58583,5,763,Limenitis arthemis arthemis
50881,155030,10,687,Limenitis reducta
134175,48661,20,,Adelpha
48661,67560,10,256,Adelpha californica
48661,67559,10,726,Adelpha eulalia
47922,134166,27,,Apaturinae
134166,58588,20,,Asterocampa
58588,58587,10,151,Asterocampa clyton
58588,68264,10,356,Asterocampa celtis
58588,148793,10,489,Asterocampa leilia
134166,149033,20,,Apatura
149033,322024,10,541,Apatura ilia
47922,61244,27,,Danainae
61244,134169,25,,Danaini
134169,522900,24,,Danaina
522900,48663,20,,Danaus
48663,67835,10,287,Danaus chrysippus
48663,1248776,15,,Anosia
1248776,51743,10,325,Danaus gilippus
51743,51748,5,327,Danaus gilippus thersippus
48663,1451825,15,,Danaus
1451825,50065,10,692,Danaus eresimus
48663,48662,10,954,Danaus plexippus
47922,202095,27,,Cyrestinae
202095,208490,25,,Cyrestini
208490,50284,20,,Marpesia
50284,126308,10,532,Marpesia chiron
50284,50283,10,961,Marpesia petreus
47224,47923,30,,Lycaenidae
47923,125830,27,,Theclinae
125830,125836,25,,Eumaeini
125836,1456481,24,,Callophryidina
1456481,58554,20,,Callophrys
58554,60553,15,,Incisalia
60553,58550,10,26,Callophrys niphon
60553,58543,10,140,Callophrys augustinus
60553,127303,10,249,Callophrys henrici
58554,82484,15,,Mitoura
82484,84239,10,288,Callophrys gryneus
58554,1456500,15,,Greenie
1456500,346970,10,386,Callophrys dumetorum
1456481,54135,20,,Satyrium
54135,1456503,15,,Satyrium
1456503,58541,10,139,Satyrium liparops
1456503,59134,10,218,Satyrium sylvinus
1456503,54024,10,624,Satyrium californica
1456503,58539,10,888,Satyrium calanus
54135,1456501,15,,Callipsyche
1456501,59138,10,220,Satyrium saepium
54135,126594,15,,Fixsenia
126594,198804,10,270,Satyrium titus
125836,1456505,24,,Strymonina
1456505,50940,20,,Strymon
50940,132553,10,183,Strymon istapa
50940,50931,10,213,Strymon melinus
125836,1456508,24,,Atlidina
1456508,59129,20,,Atlides
59129,59128,10,216,Atlides halesus
125836,522888,24,,Calycopidina
522888,122282,20,,Calycopis
122282,126589,10,730,Calycopis isobeon
122282,122281,10,941,Calycopis cecrops
125836,1456507,24,,Parrhasiina
1456507,127491,20,,Parrhasius
127491,127490,10,871,Parrhasius m-album
47923,58558,27,,Polyommatinae
58558,125833,25,,Polyommatini
125833,522677,24,,Everina
522677,122380,20,,Cupido
122380,122381,10,72,Cupido comyntas
125833,522678,24,,Polyommatina
522678,118915,20,,Echinargus
118915,118914,10,83,Echinargus isola
522678,520397,20,,Icaricia
520397,520457,10,226,Icaricia icarioides
520397,117360,10,520,Icaricia lupini
520397,520456,10,875,Icaricia acmon
522678,69941,20,,Hemiargus
69941,69940,10,569,Hemiargus ceraunus
522678,56603,20,,Plebejus
56603,58559,15,,Lycaeides
58559,122383,10,662,Plebejus melissa
522678,55642,20,,Polyommatus
55642,1468172,11,,Polyommatus icarus
1468172,55641,10,806,Polyommatus icarus
125833,1265004,24,,Lycaenopsina
1265004,52485,20,,Celastrina
52485,82792,10,91,Celastrina neglecta
52485,58556,10,143,Celastrina ladon
52485,84662,10,363,Celastrina lucia
52485,52484,10,457,Celastrina echo
52485,55640,10,805,Celastrina argiolus
125833,522676,24,,Leptotina
522676,51538,20,,Leptotes
51538,59152,10,223,Leptotes marina
51538,51534,10,300,Leptotes cassius
125833,522675,24,,Brephidiina
522675,53842,20,,Brephidium
53842,53843,10,608,Brephidium exilis
125833,522674,24,,Scolitantidina
522674,56777,20,,Glaucopsyche
56777,1456510,15,,Glaucopsyche
1456510,56776,10,619,Glaucopsyche lygdamus
125833,1265011,24,,Cacyreina
1265011,119665,20,,Cacyreus
119665,119664,10,636,Cacyreus marshalli
125833,522673,24,,Lampidina
522673,121994,20,,Lampides
121994,121993,10,901,Lampides boeticus
47923,125835,27,,Lycaeninae
125835,125818,25,,Lycaenini
125818,1360273,20,,Tharsalea
1360273,1360289,15,,Epidemia
1360289,1360298,10,215,Tharsalea helloides
1360289,1360291,10,883,Tharsalea hyllus
125818,54010,20,,Lycaena
54010,1360268,15,,Lycaena
1360268,1456448,10,,Lycaena hypophlaeas
1456448,1456449,5,716,Lycaena hypophlaeas hypophlaeas
1360268,55655,10,767,Lycaena phlaeas
47923,125840,27,,Miletinae
125840,333887,25,,Miletini
333887,522623,24,,Spalgina
522623,81730,20,,Feniseca
81730,81729,10,642,Feniseca tarquinius
47224,47653,30,,Hesperiidae
47653,122493,27,,Hesperiinae
122493,320552,25,,Hesperiini
320552,1363196,24,,Calpodina
1363196,90646,20,,Panoquina
90646,147931,10,55,Panoquina ocola
1363196,53865,20,,Calpodes
53865,53866,10,775,Calpodes ethlius
320552,1363195,24,,Apaustina
1363195,58483,20,,Ancyloxypha
58483,58481,10,121,Ancyloxypha numitor
320552,1363197,24,,Thymelicina
1363197,58493,20,,Thymelicus
58493,58484,10,123,Thymelicus lineola
1363197,129416,20,,Copaeodes
129416,202451,10,727,Copaeodes minima
129416,129415,10,812,Copaeodes aurantiaca
320552,1363159,24,,Hesperiina
1363159,62973,20,,Anatrytone
62973,58509,10,127,Anatrytone logan
1363159,51778,20,,Poanes
51778,58511,10,129,Poanes viator
1363159,1363160,20,,Vernia
1363160,1363161,10,132,Vernia verna
1363159,50341,20,,Hylephila
50341,50340,10,137,Hylephila phyleus
1363159,55786,20,,Ochlodes
55786,59194,10,234,Ochlodes sylvanoides
55786,55785,10,523,Ochlodes agricola
55786,61781,10,573,Ochlodes sylvanus
1363159,1081313,20,,Lon
1081313,1081332,10,331,Lon melane
1081313,1081329,10,674,Lon zabulon
1081313,1081323,10,859,Lon hobomok
1363159,52077,20,,Atalopedes
52077,52075,10,387,Atalopedes campestris
1363159,58504,20,,Polites
58504,1363170,15,,Polites
1363170,58506,10,506,Polites themistocles
1363170,133631,10,887,Polites peckius
1363170,59192,10,1014,Polites sabuleti
58504,1363186,15,,Wallengrenia
1363186,1363180,10,538,Polites otho
58504,1363168,15,,Hedone
1363168,179855,10,739,Polites vibex
1363159,58515,20,,Euphyes
58515,58514,10,866,Euphyes vestris
320552,1354723,24,,Moncina
1354723,59196,20,,Lerodea
59196,59195,10,235,Lerodea eufala
1354723,142989,20,,Lerema
142989,142988,10,470,Lerema accius
47653,51312,27,,Pyrginae
51312,320554,25,,Pyrgini
320554,1038402,20,,Burnsius
1038402,1038409,10,66,Burnsius oileus
1038402,986458,11,,Burnsius communis
986458,1038408,10,271,Burnsius communis
986458,1457202,10,940,Burnsius albezens
320554,59191,20,,Heliopetes
59191,1038440,15,,Leucoscirtes
1038440,148517,10,113,Heliopetes laviana
1038440,59190,10,233,Heliopetes ericetorum
51312,320551,25,,Erynnini
320551,47652,20,,Erynnis
47652,50071,10,95,Erynnis horatius
47652,58473,10,118,Erynnis icelus
47652,58475,10,119,Erynnis juvenalis
47652,58478,10,120,Erynnis baptisiae
47652,59187,10,230,Erynnis propertius
47652,59188,10,231,Erynnis funeralis
47652,59189,10,232,Erynnis tristis
51312,320517,25,,Achlyodini
320517,1456844,24,,Achlyodina
1456844,148881,20,,Eantis
148881,148883,10,176,Eantis tamenund
148881,1465766,10,942,Eantis pallida
51312,320579,25,,Carcharodini
320579,58480,20,,Pholisora
58480,58479,10,914,Pholisora catullus
47653,320509,27,,Eudaminae
320509,1070950,25,,Eudamini
1070950,1456838,24,,Eudamina
1456838,1154096,20,,Spicauda
1154096,1154098,10,110,Spicauda procne
1456838,58471,20,,Thorybes
58471,58469,10,117,Thorybes pylades
58471,1245921,10,267,Thorybes dorantes
58471,1268230,10,915,Thorybes lyciades
1456838,146735,20,,Chioides
146735,148800,10,167,Chioides albofasciatus
1456838,1248720,20,,Urbanus
1248720,1456835,15,,Urbanus
1456835,67435,10,239,Urbanus proteus
1456838,1154108,20,,Telegonus
1154108,1154103,10,644,Telegonus cellus
1456838,148579,20,,Astraptes
148579,148537,10,804,Astraptes fulgerator
1456838,81560,20,,Epargyreus
81560,81559,10,1011,Epargyreus clarus
320509,1150339,25,,Phocidini
1150339,69943,20,,Phocides
69943,257761,10,490,Phocides polybius
47653,320508,27,,Heteropterinae
320508,1456850,25,,Heteropterini
1456850,122378,20,,Carterocephalus
122378,122375,10,646,Carterocephalus palaemon
47224,48508,30,,Pieridae
48508,209720,27,,Pierinae
209720,321384,25,,Pierini
321384,475032,24,,Pierina
475032,55690,20,,Pieris
55690,55401,10,85,Pieris brassicae
55690,198821,10,275,Pieris oleracea
55690,54087,10,286,Pieris napi
55690,82481,10,432,Pieris marginalis
55690,55626,10,801,Pieris rapae
475032,62501,20,,Leptophobia
62501,62500,10,783,Leptophobia aripa
62500,312353,5,112,Leptophobia aripa elodia
475032,59122,20,,Pontia
59122,59119,10,212,Pontia protodice
475032,51537,20,,Ascia
51537,51536,10,302,Ascia monuste
321384,475031,24,,Aporiina
475031,148610,20,,Archonias
148610,1480161,10,710,Archonias nimbice
475031,81735,20,,Neophasia
81735,81734,10,992,Neophasia menapia
321384,61296,20,,Aporia
61296,61295,10,713,Aporia crataegi
209720,321383,25,,Anthocharidini
321383,51498,20,,Anthocharis
51498,1267519,15,,Anthocharis
1267519,59124,10,214,Anthocharis sara
1267519,51495,10,293,Anthocharis cardamines
51498,1267517,15,,Tetracharis
1267517,69844,10,552,Anthocharis midea
48508,119556,27,,Coliadinae
119556,58533,20,,Colias
58533,58531,10,136,Colias philodice
58533,143294,10,516,Colias croceus
58533,58532,10,880,Colias eurytheme
119556,48579,20,,Anteos
48579,148856,10,172,Anteos clorinde
48579,48578,10,944,Anteos maerula
119556,51615,20,,Eurema
51615,67324,10,217,Eurema daira
51615,51614,10,310,Eurema hecabe
119556,48551,20,,Phoebis
48551,67653,10,262,Phoebis agarithe
48551,133416,10,294,Phoebis philea
48551,48550,10,1001,Phoebis sennae
119556,51774,20,,Nathalis
51774,51773,10,332,Nathalis iole
119556,81728,20,,Abaeis
81728,1241365,10,654,Abaeis mexicana
81728,81727,10,991,Abaeis nicippe
119556,52772,20,,Gonepteryx
52772,52771,10,673,Gonepteryx rhamni
119556,117318,20,,Zerene
117318,129362,10,802,Zerene cesonia
119556,122173,20,,Pyrisitia
122173,122172,10,886,Pyrisitia lisa
122173,144187,10,920,Pyrisitia proterpia
119556,177600,20,,Kricogonia
177600,204775,10,1018,Kricogonia lyside
47224,59166,30,,Riodinidae
59166,522808,27,,Riodininae
522808,522809,25,,Riodinini
522809,148874,20,,Melanis
148874,148506,10,111,Melanis pixe
522809,129364,20,,Calephelis
129364,129363,10,755,Calephelis nemesis
522808,784971,25,,Emesidini
784971,59167,20,,Apodemia
59167,1144329,15,,Apodemia
1144329,59165,10,360,Apodemia mormo
1144329,119068,10,566,Apodemia virgulti
47157,47214,33,,Bombycoidea
47214,47213,30,,Sphingidae
47213,124071,27,,Macroglossinae
124071,124065,25,,Macroglossini
124065,124055,24,,Choerocampina
124055,49349,20,,Hyles
49349,49348,10,20,Hyles lineata
49349,118901,10,539,Hyles gallii
124055,69738,20,,Xylophanes
69738,69737,10,537,Xylophanes tersa
124065,124050,24,,Macroglossina
124050,51997,20,,Daphnis
51997,51996,10,379,Daphnis nerii
124050,126154,20,,Amphion
126154,126153,10,415,Amphion floridensis
124050,118504,20,,Darapsa
118504,118503,10,491,Darapsa myron
118504,128241,10,676,Darapsa choerilus
124050,56294,20,,Macroglossum
56294,56293,10,847,Macroglossum stellatarum
124050,143454,20,,Deidamia
143454,143452,10,897,Deidamia inscriptum
124071,124080,25,,Dilophonotini
124080,124060,24,,Hemarina
124060,51669,20,,Hemaris
51669,82379,10,52,Hemaris thysbe
51669,358549,10,776,Hemaris diffinis
124080,124070,24,,Dilophonotina
124070,124468,20,,Pseudosphinx
124468,124467,10,190,Pseudosphinx tetrio
124071,124045,25,,Philampelini
124045,47915,20,,Eumorpha
47915,143830,10,594,Eumorpha vitis
47915,128012,10,653,Eumorpha fasciatus
47915,47914,10,853,Eumorpha pandorus
47915,122356,10,947,Eumorpha achemon
47213,124081,27,,Sphinginae
124081,124110,25,,Sphingini
124110,1228736,24,,Sphingina
1228736,82154,20,,Ceratomia
82154,82153,10,23,Ceratomia undulosa
82154,143440,10,529,Ceratomia catalpae
1228736,70131,20,,Sphinx
70131,117452,10,365,Sphinx kalmiae
1228736,61506,20,,Manduca
61506,61505,10,394,Manduca sexta
61506,126568,10,467,Manduca rustica
61506,224420,10,502,Manduca quinquemaculatus
1228736,120035,20,,Lapara
120035,120033,10,675,Lapara bombycoides
124110,1228738,24,,Acherontiina
1228738,119087,20,,Agrius
119087,124031,10,124,Agrius convolvuli
119087,119086,10,826,Agrius cingulata
47213,124130,27,,Smerinthinae
124130,124128,25,,Smerinthini
124128,47212,20,,Paonias
47212,143446,10,58,Paonias myops
47212,49716,10,63,Paonias excaecata
124128,127166,20,,Pachysphinx
127166,143445,10,530,Pachysphinx modesta
124128,119493,20,,Smerinthus
119493,119492,10,622,Smerinthus cerisyi
124130,1228762,25,,Mimatini
1228762,84037,20,,Amorpha
84037,84023,10,260,Amorpha juglandis
47214,47918,30,,Saturniidae
47918,125084,27,,Hemileucinae
125084,475374,25,,Hemileucini
475374,82145,20,,Hemileuca
82145,82144,10,22,Hemileuca eglanterina
475374,82286,20,,Automeris
82286,82279,10,40,Automeris io
47918,125085,27,,Ceratocampinae
125085,59919,20,,Anisota
59919,1354097,11,,Anisota virginiensis
1354097,81584,10,77,Anisota virginiensis
59919,1354096,11,,Anisota senatoria
1354096,81583,10,969,Anisota senatoria
125085,48096,20,,Dryocampa
48096,48094,10,882,Dryocampa rubicunda
125085,81587,20,,Citheronia
81587,81586,10,970,Citheronia regalis
125085,81591,20,,Eacles
81591,81590,10,971,Eacles imperialis
47918,124126,27,,Saturniinae
124126,125063,25,,Attacini
125063,50914,20,,Hyalophora
50914,50913,10,211,Hyalophora euryalus
50914,81582,10,968,Hyalophora cecropia
125063,53579,20,,Callosamia
53579,81580,10,967,Callosamia promethea
124126,125080,25,,Saturniini
125080,47917,20,,Actias
47917,47916,10,854,Actias luna
125080,47920,20,,Antheraea
47920,47919,10,855,Antheraea polyphemus
47214,783235,30,,Apatelodidae
783235,639669,27,,Apatelodinae
639669,48263,20,,Apatelodes
48263,48262,10,900,Apatelodes torrefacta
47157,49531,33,,Geometroidea
49531,49530,30,,Geometridae
49530,123032,27,,Larentiinae
123032,123052,25,,Xanthorhoini
123052,81693,20,,Xanthorhoe
81693,205036,10,25,Xanthorhoe lacustrata
81693,143485,10,81,Xanthorhoe ferrugata
123052,143004,20,,Orthonama
143004,143002,10,475,Orthonama obstipata
123052,143986,20,,Costaconvexa
143986,143005,10,476,Costaconvexa centrostrigaria
123032,123056,25,,Cidariini
123056,173699,20,,Ecliptopera
173699,205202,10,42,Ecliptopera silaceata
123056,52944,20,,Trichodezia
52944,52943,10,485,Trichodezia albovittata
123032,1378160,25,,Dyspteridini
1378160,173707,20,,Dyspteris
173707,205203,10,43,Dyspteris abortivaria
1378160,129224,20,,Heterophleps
129224,129222,10,781,Heterophleps triguttaria
123032,123055,25,,Euphyiini
123055,120274,20,,Euphyia
120274,120275,10,82,Euphyia intermediata
123032,123039,25,,Eupitheciini
123039,123096,20,,Eupithecia
123096,143734,10,585,Eupithecia miserulata
123039,129225,20,,Pasiphila
129225,129223,10,782,Pasiphila rectangulata
123032,1378168,25,,Epirrhoini
1378168,127621,20,,Epirrhoe
127621,127618,10,615,Epirrhoe alternata
123032,123065,25,,Rheumapterini
123065,127018,20,,Rheumaptera
127018,1378524,10,895,Rheumaptera meadii
123032,123057,25,,Eudulini
123057,143016,20,,Eubaphe
143016,143015,10,935,Eubaphe mendica
49530,123033,27,,Ennominae
123033,123091,25,,Ennomini
123091,174546,20,,Caripeta
174546,205213,10,44,Caripeta divisata
123091,154447,20,,Lambdina
154447,154446,10,185,Lambdina fiscellaria
123091,131674,20,,Tetracis
131674,144107,10,244,Tetracis crocallata
131674,131673,10,714,Tetracis cachexiata
123091,176431,20,,Eutrapela
176431,205197,10,301,Eutrapela clemataria
123091,143026,20,,Eusarca
143026,143024,10,481,Eusarca confusaria
123091,120473,20,,Prochoerodes
120473,143518,10,545,Prochoerodes lineola
123091,143611,20,,Besma
143611,143610,10,560,Besma quercivoraria
123091,178314,20,,Patalene
178314,227307,10,751,Patalene olyzonaria
123091,176688,20,,Nepytia
176688,211007,10,761,Nepytia canosaria
123091,55468,20,,Sabulodes
55468,55467,10,777,Sabulodes aegrotata
123091,119940,20,,Ennomos
119940,154582,10,879,Ennomos magnaria
123091,81655,20,,Nematocampa
81655,81656,10,972,Nematocampa resistaria
123033,124062,25,,Boarmiini
124062,143183,20,,Iridopsis
143183,205233,10,48,Iridopsis larvaria
143183,222284,10,115,Iridopsis defectaria
124062,124249,20,,Biston
124249,143517,10,98,Biston betularia
124062,83091,20,,Epimecis
83091,83090,10,130,Epimecis hortaria
124062,321698,20,,Melanchroia
321698,321697,10,274,Melanchroia chephise
124062,124226,20,,Ectropis
124226,143009,10,477,Ectropis crepuscularia
124062,143973,20,,Protoboarmia
143973,143867,10,599,Protoboarmia porcelaria
124062,60772,20,,Phigalia
60772,209713,10,628,Phigalia titea
124062,143111,20,,Hypagyrtis
143111,143110,10,655,Hypagyrtis unipunctata
124062,63759,20,,Anavitrinella
63759,63750,10,790,Anavitrinella pampinaria
123033,202516,25,,Anagogini
202516,177045,20,,Metanema
177045,205238,10,50,Metanema inatomaria
202516,205242,20,,Plagodis
205242,205241,10,414,Plagodis phlogosaria
202516,144073,20,,Probole
144073,502385,10,966,Probole amicaria
123033,124076,25,,Campaeini
124076,81682,20,,Campaea
81682,81681,10,193,Campaea perlata
123033,124047,25,,Baptini
124047,125179,20,,Lomographa
125179,133966,10,384,Lomographa vestaliata
123033,124041,25,,Macariini
124041,118494,20,,Macaria
118494,1293534,13,,Macaria notata
1293534,118486,10,487,Macaria aemulataria
118494,736797,10,664,Macaria pustularia
124041,177934,20,,Heliomata
177934,194599,10,759,Heliomata cycladata
124041,211968,20,,Psamatodes
211968,1293586,13,,Psamatodes abydata
1293586,228899,10,955,Psamatodes abydata
123033,202321,25,,Nacophorini
202321,130004,20,,Phaeoura
130004,130003,10,878,Phaeoura quernaria
49530,123037,27,,Sterrhinae
123037,123078,25,,Sterrhini
123078,52091,20,,Idaea
52091,205231,10,47,Idaea dimidiata
123037,123083,25,,Cosymbiini
123083,143106,20,,Pleuroprucha
143106,143105,10,496,Pleuroprucha insulsaria
123083,81652,20,,Cyclophora
81652,217970,10,638,Cyclophora pendulinaria
123037,123079,25,,Timandrini
123079,118491,20,,Haematopis
118491,118490,10,792,Haematopis grataria
123037,123077,25,,Scopulini
123077,52048,20,,Scopula
52048,244344,10,837,Scopula rubraria
52048,81680,10,980,Scopula limboundata
49530,123036,27,,Geometrinae
123036,123090,25,,Hemitheini
123090,1518489,24,,Hemitheina
1518489,149018,20,,Chlorochlamys
149018,149017,10,187,Chlorochlamys chloroleucaria
123036,123085,25,,Nemoriini
123085,126205,20,,Synchlora
126205,1051049,11,,Synchlora aerata
1051049,207924,10,400,Synchlora frondaria
1051049,126204,10,423,Synchlora aerata
123085,119897,20,,Nemoria
119897,203831,10,894,Nemoria bistriaria
123036,123081,25,,Dysphaniini
123081,52021,20,,Dysphania
52021,153102,10,701,Dysphania militaris
49531,122401,30,,Uraniidae
122401,123030,27,,Epipleminae
123030,143477,20,,Calledapteryx
143477,143476,10,78,Calledapteryx dryopterata
122401,123027,27,,Uraniinae
123027,130847,20,,Lyssa
130847,130846,10,893,Lyssa zampa
47157,49682,33,,Pyraloidea
